######Background-subtracted photometry results:
#### Summed aperture fluxes [Jy] accross 12 wavenabds
## 9e-6,12e-6,18e-6,25e-6,60e-6,65e-6,90e-6,100e-6,140e-6,160e-6,350e-6,550e-6 [m]
## AKARI_9,IRAS_12,AKARI_18,IRAS_25,IRAS_60,AKARI_65,AKARI_90,IRAS_100,AKARI_140,AKARI_160,PLANCK_350,PLANCK_550
4.665834822922736203e+04,8.008154675254326314e+06,6.429924061982955784e+06,6.669874996778234839e+06,8.214279324248276651e+06,5.352864474238238484e+07,6.877827938307517767e+07,1.190061598345274627e+08,1.695119330357323289e+08,3.398990947361822724e+08,3.392347760164369345e+08,1.132423396746541560e+08,3.872561788849133253e+07
4.730626559631203418e+04,8.058346973965037614e+06,6.271792963370833546e+06,6.591957428303517401e+06,7.926051225133884698e+06,5.420073355732779950e+07,6.906260573764911294e+07,1.208423363144214451e+08,1.740358800607074499e+08,3.488251962545089126e+08,3.468352324431833625e+08,1.160240307672443539e+08,3.975029497356870025e+07
4.375574730535181152e+04,7.486764246575877070e+06,5.865759933436784893e+06,6.011883837049126625e+06,7.541810010162118822e+06,5.210898821699544787e+07,6.667861268787803501e+07,1.136182271886343360e+08,1.630125121530537009e+08,3.281182529004507065e+08,3.260559966731669903e+08,1.075776422797746062e+08,3.672999566877315193e+07
4.362574234913663531e+04,7.466164490646690130e+06,5.865798882167728618e+06,5.967132025002248585e+06,7.526333881724961102e+06,5.201846462515877932e+07,6.651579749571460485e+07,1.134144695036246032e+08,1.626765709633494020e+08,3.276704934012553692e+08,3.255804906242941022e+08,1.073759577258664668e+08,3.665335675982584804e+07
4.332516753654746572e+04,7.446912158926941454e+06,5.836606059312336147e+06,5.949298820775799453e+06,7.490149012651350349e+06,5.189692436123894155e+07,6.607320467938157171e+07,1.126657200728564560e+08,1.619360946265617907e+08,3.265418481040443778e+08,3.244954133355284929e+08,1.069605297044438273e+08,3.652773666391880065e+07
4.296575229252094141e+04,7.404413025048382580e+06,5.766634664174299687e+06,5.917396834726229310e+06,7.421455435493845493e+06,5.171880357548467815e+07,6.568200188244339824e+07,1.118889325217269659e+08,1.610077739292266369e+08,3.252807694180574417e+08,3.234499144526556134e+08,1.063359294560267776e+08,3.632291545132068545e+07
4.297364000412607129e+04,7.434931735246587545e+06,5.889493941847788170e+06,5.955088860948503017e+06,7.577999373320065439e+06,5.177776221694874763e+07,6.577764204706871510e+07,1.117286748538585305e+08,1.611379777705076039e+08,3.251257931098803878e+08,3.234374708734230995e+08,1.066162733446569443e+08,3.642212082257299125e+07
4.405018428298326035e+04,7.645107504642438143e+06,6.134776945520862937e+06,6.190888097599849105e+06,7.802145574823349714e+06,5.232829503867913783e+07,6.663232557414253056e+07,1.134263336576498747e+08,1.634316872613824904e+08,3.294934619434673190e+08,3.286033475583661795e+08,1.088777456211013198e+08,3.721158361143881828e+07
4.270850185198339750e+04,7.426481204478535801e+06,5.930133572022937238e+06,5.932971385510683060e+06,7.576454157321333885e+06,5.172762321600096673e+07,6.540418633823085576e+07,1.106623296730145514e+08,1.607115925019583106e+08,3.246449242455956936e+08,3.232669016212328672e+08,1.065426798035179079e+08,3.637685784843906015e+07
4.161311157410060696e+04,7.213866029612611979e+06,5.701211656894871965e+06,5.695708206813603640e+06,7.310162432882137597e+06,5.112595894969782233e+07,6.436298239801602066e+07,1.082769022394523174e+08,1.576609866053515077e+08,3.199252872579400539e+08,3.180645001105726957e+08,1.042632319162367284e+08,3.560255055205378681e+07
4.081604541454442369e+04,7.098465569493569434e+06,5.588970776994558051e+06,5.549800987043671310e+06,7.180520832926277071e+06,5.069624059726645052e+07,6.346117600101125240e+07,1.065876788742652833e+08,1.553255689137537479e+08,3.159183608213894367e+08,3.138467180149857998e+08,1.024013840782147497e+08,3.491097564282045513e+07
4.113756700680450740e+04,7.127249956513114274e+06,5.652183818300031126e+06,5.562519357020549476e+06,7.227105762175567448e+06,5.088345441366764903e+07,6.373206585230659693e+07,1.066973041697162986e+08,1.562707178388400972e+08,3.177598253429899216e+08,3.158163613010141850e+08,1.030820405661466867e+08,3.514655957403574139e+07
4.181598449831974722e+04,7.215589896062374115e+06,5.745771252135157585e+06,5.650475385237403214e+06,7.346809443628665060e+06,5.131547598432301730e+07,6.398946378279785812e+07,1.072597357516635358e+08,1.587261083281436861e+08,3.213997057972344756e+08,3.193081031139337420e+08,1.048397445605572462e+08,3.575919184949208051e+07
4.071905727419281902e+04,7.019497846673808992e+06,5.548835982293546200e+06,5.466681942851372063e+06,7.099474515947572887e+06,5.058547789660680294e+07,6.294389983131963015e+07,1.050269300044908226e+08,1.551445994797190726e+08,3.153849182982190251e+08,3.132346585402120948e+08,1.020199180389608890e+08,3.475343893760810792e+07
4.046253915504220640e+04,7.006161035873532295e+06,5.527020573388487101e+06,5.461806119548045099e+06,7.153748823501765728e+06,5.049111186265985668e+07,6.256201616529209167e+07,1.044765267006753981e+08,1.545103267827203870e+08,3.141099835542965531e+08,3.117404465860259533e+08,1.014754318993219286e+08,3.453819992957125604e+07
