1.503054622621164162e+04,2.788911475529574230e+07,1.164916994545261189e+07,6.367216353758159280e+07,2.143051754588729143e+07,1.175688940200035274e+07,2.606692270218357444e+07,4.347400665055755526e+07,4.557588747282198817e+07,6.928848574179621041e+07,7.168443134433051944e+07,2.930136997247228771e+07,1.046544910281960107e+07
1.438262885912696947e+04,2.783892245658503100e+07,1.180730104406473413e+07,6.375008110605631024e+07,2.171874564500168338e+07,1.108480058705493808e+07,2.578259634760964662e+07,4.268841229707942903e+07,4.218932228188557178e+07,6.213904852561041713e+07,6.424858444023732096e+07,2.644703619380766526e+07,9.489050856964919716e+06
1.793314715008719213e+04,2.841050518397419155e+07,1.221333407399878278e+07,6.433015469731070101e+07,2.210298685997344926e+07,1.317654592738728784e+07,2.816658939738071710e+07,4.960166147981702536e+07,5.241535053954596817e+07,8.183101383599776030e+07,8.514577284980438650e+07,3.483188903052718192e+07,1.227638233221180551e+07
1.806315210630236834e+04,2.843110493990337849e+07,1.221329512526783906e+07,6.437490650935757905e+07,2.211846298841060698e+07,1.326706951922395639e+07,2.832940458954414353e+07,4.980560330352115631e+07,5.273694421882498264e+07,8.226386966576147079e+07,8.562525344645392895e+07,3.503149828055080026e+07,1.234687092155591398e+07
1.836372691889154157e+04,2.845035727162312716e+07,1.224248794812323153e+07,6.439273971358402818e+07,2.215464785748421773e+07,1.338860978314379789e+07,2.877199740587718040e+07,5.047766082541452348e+07,5.335908428239297867e+07,8.321322428365859389e+07,8.669807952257955074e+07,3.545210262994164973e+07,1.246569413698549755e+07
1.872314216291806224e+04,2.849285640550168604e+07,1.231245934326126799e+07,6.442464169963359833e+07,2.222334143464172259e+07,1.356673056889805570e+07,2.916320020281535387e+07,5.122432616830309480e+07,5.420860104509030282e+07,8.436611239712372422e+07,8.774119533367529511e+07,3.607417228618833423e+07,1.265551676934578083e+07
1.871525445131293236e+04,2.846233769530348107e+07,1.218960006558777951e+07,6.438694967341132462e+07,2.206679749681550264e+07,1.350777192743398622e+07,2.906756003819003329e+07,5.122405357086831331e+07,5.392118637524136901e+07,8.425174932359504700e+07,8.771451691176432371e+07,3.581541339611621201e+07,1.257044974491133168e+07
1.763871017245573967e+04,2.825216192590763047e+07,1.194431706191470474e+07,6.415115043675997853e+07,2.184265129531221837e+07,1.295723910570360348e+07,2.821287651111622527e+07,4.902977452847571671e+07,5.127565674315899611e+07,7.921754812328919768e+07,8.238499807614882290e+07,3.363144120598252118e+07,1.186202176399664953e+07
1.898039260345560979e+04,2.847078822607153282e+07,1.214896043541263044e+07,6.440906714884914458e+07,2.206834271281423420e+07,1.355791092838177085e+07,2.944101574702789634e+07,5.210738309144273400e+07,5.411473759957532585e+07,8.434661498055900633e+07,8.783128481433615088e+07,3.591282567023128271e+07,1.262013709038299695e+07
2.007578288133839669e+04,2.868340340093745664e+07,1.237788235054069571e+07,6.464633032754622400e+07,2.233463443725343049e+07,1.415957519468491524e+07,3.048221968724272773e+07,5.465526444259653986e+07,5.715927900382532179e+07,8.913895893718749285e+07,9.311192266939021647e+07,3.815303383573336899e+07,1.332747076176100969e+07
2.087284904089457996e+04,2.879880386105649918e+07,1.249012323044100963e+07,6.479223754731615633e+07,2.246427603720929101e+07,1.458929354711628705e+07,3.138402608424750343e+07,5.642378074099330604e+07,5.945462658811694384e+07,9.314301766847698390e+07,9.738409820085494220e+07,3.998688389920084178e+07,1.396064530041061901e+07
